city,country,lat,lon,month,temperature,humidity,pressure,dew_point,absolute_humidity,water_output_liters_per_day
Kuala Lumpur,MY,3.139,101.6869,2,27.32,80.3,1007.78,23.62,21.0487,108.0338
Melbourne,AU,-37.8136,144.9631,10,19.32,66.05,1014.16,12.81,10.9642,48.982
Lagos,NG,6.5244,3.3792,10,27.23,85.38,1004.8,24.55,22.2667,99.4752
Colombo,LK,6.9271,79.8612,2,27.96,68.21,1009.93,21.54,18.5234,95.0726
Riyadh,SA,24.6877,46.7219,10,28.86,5.0,935.71,-14.55,1.4263,6.3719
Amman,JO,31.9454,35.9284,3,16.25,46.11,919.66,4.64,6.3754,33.0499
Hyderabad,IN,17.385,78.4867,7,28.63,67.45,946.71,21.99,18.9994,87.5494
Karachi,PK,24.8607,67.0011,3,26.38,66.33,1014.8,19.58,16.4989,85.5304
Dubai,AE,25.2048,55.2708,6,37.35,47.98,1004.93,24.45,21.4649,103.0317
Bangalore,IN,12.9716,77.5946,6,19.77,80.61,907.16,16.34,13.7436,65.9693
Berlin,DE,52.52,13.405,3,10.86,80.17,1008.89,7.58,7.9532,41.2296
New York,US,40.7128,-74.006,8,25.12,64.48,1013.31,17.94,14.946,66.7706
London,GB,51.5074,-0.1278,2,-0.29,79.17,1013.82,-3.45,3.764,19.3192
Kolkata,IN,22.5726,88.3639,10,32.5,74.76,1009.27,27.42,25.9513,115.936
Mumbai,IN,19.076,72.8777,10,30.44,78.17,1009.28,26.2,24.3037,108.5756
Lagos,NG,6.5244,3.3792,2,23.32,70.24,1009.65,17.59,14.705,75.4743
Melbourne,AU,-37.8136,144.9631,3,21.28,72.26,1010.23,16.08,13.4545,69.7483
Karachi,PK,24.8607,67.0011,7,31.5,70.24,1003.63,25.4,23.1154,106.5158
Istanbul,TR,41.0082,28.9784,6,20.45,60.69,1013.01,12.59,10.768,51.6866
Bangkok,TH,13.7563,100.5018,7,30.3,83.86,1007.23,27.25,25.8709,119.2131
Istanbul,TR,41.0082,28.9784,12,5.92,67.79,1016.26,0.43,4.8951,23.4966
Shanghai,CN,31.2304,121.4737,10,19.28,61.63,1015.32,11.72,10.2046,45.5884
Paris,FR,48.8566,2.3522,7,19.24,69.84,1011.54,13.59,11.5374,53.1644
Johannesburg,ZA,-26.2041,28.0473,4,17.32,52.82,821.76,7.59,7.7853,39.9584
Berlin,DE,52.52,13.405,2,-2.93,84.65,1017.73,-5.15,3.3463,17.1751
Colombo,LK,6.9271,79.8612,10,26.56,88.44,1003.38,24.49,22.2268,99.2969
Houston,US,29.7604,-95.3698,10,24.95,85.08,1014.95,22.26,19.5308,87.2526
Chicago,US,41.8781,-87.6298,7,27.07,68.2,1014.79,20.69,17.6254,81.2176
Miami,US,25.7617,-80.1918,1,20.36,65.77,1014.03,13.73,11.6026,57.92
Casablanca,MA,33.5731,-7.5898,2,11.99,84.71,1017.03,9.5,9.0186,46.2886
Bangalore,IN,12.9716,77.5946,9,23.99,81.19,910.66,20.56,17.6524,77.9528
Addis Ababa,ET,9.032,38.7492,8,15.11,94.15,774.99,14.18,12.1522,54.2893
Jakarta,ID,-6.2088,106.8456,5,28.0,77.64,1011.1,23.72,21.1317,105.4895
Amman,JO,31.9454,35.9284,11,14.9,53.04,921.34,5.42,6.759,31.1456
Anchorage,US,61.2181,-149.9003,4,6.08,71.66,1010.85,1.35,5.228,26.8328
Houston,US,29.7604,-95.3698,11,16.34,86.3,1018.5,14.05,11.9991,55.2918
Kathmandu,NP,27.7172,85.324,3,13.77,67.98,853.9,7.96,8.0817,41.8957
London,GB,51.5074,-0.1278,3,10.52,66.17,1016.55,4.48,6.4252,33.3083
Melbourne,AU,-37.8136,144.9631,7,9.76,70.79,1017.01,4.72,6.5508,30.1859
Jakarta,ID,-6.2088,106.8456,5,26.51,86.01,1011.21,23.97,21.5544,107.5993
Amman,JO,31.9454,35.9284,5,20.28,32.03,917.38,3.06,5.6267,28.0883
Buenos Aires,AR,-34.6037,-58.3816,2,23.88,60.34,1015.9,15.72,13.0389,66.923
Chennai,IN,13.0827,80.2707,10,29.13,67.86,1008.18,22.57,19.6504,87.7869
Rio de Janeiro,BR,-22.9068,-43.1729,8,18.24,75.23,1017.34,13.78,11.718,52.3495
Delhi,IN,28.6139,77.209,3,21.37,57.22,1011.96,12.55,10.7054,55.4969
Lagos,NG,6.5244,3.3792,10,26.74,82.0,1008.91,23.4,20.8055,92.9474
Karachi,PK,24.8607,67.0011,4,29.39,65.69,1009.74,22.28,19.2896,99.005
Tokyo,JP,35.6762,139.6503,3,6.24,68.03,1016.59,0.78,5.0147,25.9962
Mumbai,IN,19.076,72.8777,7,34.89,97.25,1003.05,34.39,38.2953,176.4649
Karachi,PK,24.8607,67.0011,3,29.88,74.8,1016.43,24.91,22.5617,116.9599
São Paulo,BR,-23.5505,-46.6333,7,16.02,65.64,929.66,9.59,8.952,41.2508
Amman,JO,31.9454,35.9284,5,25.8,37.8,919.61,10.31,9.1025,45.4398
Bangkok,TH,13.7563,100.5018,4,36.61,67.89,1010.8,29.69,29.2407,150.0794
Los Angeles,US,34.0522,-118.2437,8,27.11,69.5,1007.62,21.04,18.006,80.4409
Kathmandu,NP,27.7172,85.324,12,7.68,62.48,859.11,0.97,5.06,24.288
Addis Ababa,ET,9.032,38.7492,4,19.34,70.98,767.86,13.94,11.7954,60.5405
Moscow,RU,55.7558,37.6173,2,-6.85,77.82,1013.22,-10.06,2.3216,11.9158
Melbourne,AU,-37.8136,144.9631,12,17.1,69.07,1009.89,11.38,10.0522,48.2504
Delhi,IN,28.6139,77.209,6,34.81,48.78,998.45,22.41,19.1263,91.8061
Lagos,NG,6.5244,3.3792,5,25.6,90.0,1008.48,23.83,21.4355,107.0062
Hong Kong,HK,22.3193,114.1694,10,29.13,62.52,1013.01,21.23,18.1007,80.8638
Paris,FR,48.8566,2.3522,11,5.68,84.79,1013.11,3.33,6.0279,27.7764
Mumbai,IN,19.076,72.8777,3,26.38,77.07,1010.75,22.03,19.1704,99.3794
Dhaka,BD,23.7104,90.4074,8,31.36,80.36,1000.05,27.56,26.255,117.2927
Dubai,AE,25.2048,55.2708,10,30.68,53.26,1007.11,20.06,16.7709,74.9229
Miami,US,25.7617,-80.1918,2,17.55,61.12,1021.71,9.97,9.1373,46.8975
Moscow,RU,55.7558,37.6173,5,12.03,57.62,1012.07,3.93,6.1515,30.7083
Rome,IT,41.9028,12.4964,12,10.44,81.47,1017.77,7.4,7.8662,37.7577
Nairobi,KE,-1.2921,36.8219,5,20.12,81.13,832.35,16.77,14.1121,70.4478
Lagos,NG,6.5244,3.3792,4,27.34,76.61,1006.32,22.86,20.1034,103.182
Mumbai,IN,19.076,72.8777,12,30.23,74.73,1011.18,25.23,22.9645,110.2294
Hong Kong,HK,22.3193,114.1694,11,24.61,72.39,1014.74,19.3,16.3044,75.1308
Johannesburg,ZA,-26.2041,28.0473,12,20.73,62.74,825.62,13.36,11.3142,54.3081
São Paulo,BR,-23.5505,-46.6333,9,22.16,72.4,928.24,16.95,14.1797,62.6175
Nairobi,KE,-1.2921,36.8219,9,18.97,62.44,837.59,11.63,10.1546,44.8427
Karachi,PK,24.8607,67.0011,5,32.91,72.18,1007.5,27.22,25.6091,127.8408
Jaipur,IN,26.9124,75.7873,10,26.8,39.31,962.43,11.79,10.0102,44.7199
Addis Ababa,ET,9.032,38.7492,1,18.7,65.18,769.81,12.02,10.4324,52.0784
Mumbai,IN,19.076,72.8777,12,22.44,69.85,1014.95,16.65,13.902,66.7294
Bangalore,IN,12.9716,77.5946,10,22.44,79.55,914.96,18.72,15.8328,70.7321
Chicago,US,41.8781,-87.6298,1,-6.39,75.36,1019.07,-10.02,2.3252,11.6072
Shanghai,CN,31.2304,121.4737,9,20.98,70.64,1013.11,15.43,12.9208,57.0582
Hyderabad,IN,17.385,78.4867,8,28.91,77.79,942.37,24.63,22.2513,99.4063
Delhi,IN,28.6139,77.209,10,19.09,62.37,1010.85,11.72,10.2136,45.6288
Kathmandu,NP,27.7172,85.324,6,24.73,82.43,858.56,21.53,18.6944,89.7332
Rio de Janeiro,BR,-22.9068,-43.1729,1,32.97,73.14,1012.08,27.51,26.0406,129.9947
Kathmandu,NP,27.7172,85.324,7,30.15,77.07,855.68,25.67,23.5823,108.667
Leh,IN,34.1526,77.577,9,14.48,50.1,645.61,4.21,6.2215,27.4741
Berlin,DE,52.52,13.405,4,10.27,69.1,1011.52,4.85,6.6031,33.8906
Colombo,LK,6.9271,79.8612,3,27.32,76.38,1006.64,22.79,20.0196,103.7816
Beijing,CN,39.9042,116.4074,1,-5.01,39.47,1014.81,-16.65,1.3458,6.7184
São Paulo,BR,-23.5505,-46.6333,2,22.01,82.67,924.62,18.93,16.0579,82.4183
Leh,IN,34.1526,77.577,1,-11.21,53.37,656.94,-18.79,1.1508,5.7447
Hyderabad,IN,17.385,78.4867,6,31.73,61.55,939.21,23.41,20.5093,98.4445
Colombo,LK,6.9271,79.8612,1,31.35,75.39,1013.12,26.46,24.612,122.8632
Hyderabad,IN,17.385,78.4867,11,22.48,79.25,954.57,18.7,15.8081,72.8439
Leh,IN,34.1526,77.577,6,21.05,32.74,651.31,4.04,6.0148,28.8711
Colombo,LK,6.9271,79.8612,10,28.93,78.72,1005.89,24.85,22.5374,100.6846
Berlin,DE,52.52,13.405,1,2.94,87.6,1015.96,1.08,5.1878,25.8977
Casablanca,MA,33.5731,-7.5898,9,22.12,69.62,1014.49,16.3,13.6044,60.0771
Beijing,CN,39.9042,116.4074,5,22.73,47.41,1009.01,10.96,9.5945,47.8958
Shanghai,CN,31.2304,121.4737,2,6.58,70.21,1013.77,1.54,5.2924,27.1634
Jaipur,IN,26.9124,75.7873,6,39.5,32.91,943.7,20.15,16.4272,78.8506
Riyadh,SA,24.6877,46.7219,10,26.7,14.53,932.95,-2.51,3.6806,16.4431
Riyadh,SA,24.6877,46.7219,4,34.01,19.57,934.45,7.54,7.3611,37.781
Kathmandu,NP,27.7172,85.324,7,24.78,84.76,850.41,22.03,19.2749,88.8186
New York,US,40.7128,-74.006,6,26.23,51.67,1012.67,15.49,12.7497,61.1985
Leh,IN,34.1526,77.577,7,25.66,33.89,649.09,8.57,8.099,37.3201
Shanghai,CN,31.2304,121.4737,11,15.43,67.27,1016.83,9.39,8.8525,40.7925
Colombo,LK,6.9271,79.8612,8,25.62,73.04,1006.19,20.42,17.4139,77.7958
Miami,US,25.7617,-80.1918,6,27.66,71.31,1010.6,21.99,19.0485,91.4328
Nairobi,KE,-1.2921,36.8219,10,19.3,78.62,835.52,15.48,13.0352,58.2339
Singapore,SG,1.3521,103.8198,11,28.42,78.21,1010.29,24.25,21.785,100.3851
Jakarta,ID,-6.2088,106.8456,11,24.13,73.1,1008.62,19.0,16.0265,73.8501
Mexico City,MX,19.4326,-99.1332,7,17.57,72.36,777.96,12.54,10.8324,49.9157
Casablanca,MA,33.5731,-7.5898,11,14.87,66.13,1014.7,8.61,8.4118,38.7613
Amman,JO,31.9454,35.9284,7,24.82,27.16,912.24,4.62,6.191,28.528
Amman,JO,31.9454,35.9284,6,24.03,18.28,917.21,-1.56,3.9834,19.1205
Melbourne,AU,-37.8136,144.9631,9,13.39,55.85,1014.8,4.75,6.4835,28.6311
Mexico City,MX,19.4326,-99.1332,6,20.46,68.91,772.82,14.55,12.2299,58.7034
Shanghai,CN,31.2304,121.4737,8,25.99,74.32,1009.32,21.05,18.0881,80.8078
Anchorage,US,61.2181,-149.9003,11,0.49,90.79,1008.0,-0.84,4.5536,20.9832
Moscow,RU,55.7558,37.6173,6,21.84,67.16,1010.28,15.47,12.9136,61.9852
Beijing,CN,39.9042,116.4074,11,3.49,50.41,1018.61,-5.85,3.0974,14.2728
Delhi,IN,28.6139,77.209,5,34.76,31.97,999.35,15.59,12.5062,62.431
Dubai,AE,25.2048,55.2708,10,35.5,59.83,1006.92,26.47,24.3243,108.6676
Houston,US,29.7604,-95.3698,4,26.64,74.78,1017.31,21.79,18.8753,96.8784
Anchorage,US,61.2181,-149.9003,6,12.12,68.01,1010.54,6.4,7.3015,35.0471
Colombo,LK,6.9271,79.8612,3,28.57,65.16,1013.35,21.37,18.2915,94.8233
Buenos Aires,AR,-34.6037,-58.3816,2,22.57,68.73,1011.0,16.52,13.7802,70.7275
Berlin,DE,52.52,13.405,5,17.79,67.39,1011.55,11.67,10.2196,51.0162
Bangkok,TH,13.7563,100.5018,2,22.96,63.32,1014.15,15.61,12.9834,66.6379
Colombo,LK,6.9271,79.8612,7,25.31,85.95,1009.73,22.79,20.1438,92.8228
Los Angeles,US,34.0522,-118.2437,9,25.44,69.36,1013.35,19.41,16.3697,72.2887
Riyadh,SA,24.6877,46.7219,7,39.18,5.0,922.03,-7.36,2.4553,11.3142
Tokyo,JP,35.6762,139.6503,11,8.18,63.09,1017.38,1.58,5.2771,24.3171
Bangkok,TH,13.7563,100.5018,6,28.63,80.89,1006.95,25.02,22.7886,109.3851
Karachi,PK,24.8607,67.0011,1,14.29,77.23,1017.53,10.36,9.4786,47.3172
Singapore,SG,1.3521,103.8198,11,24.77,82.93,1013.7,21.66,18.8474,86.8487
Los Angeles,US,34.0522,-118.2437,5,19.98,77.48,1011.1,15.92,13.3715,66.7507
Karachi,PK,24.8607,67.0011,6,31.17,62.96,1001.97,23.26,20.354,97.6991
Jakarta,ID,-6.2088,106.8456,1,28.27,82.88,1005.2,25.07,22.885,114.2417
Johannesburg,ZA,-26.2041,28.0473,2,20.12,52.05,825.98,9.96,9.0575,46.4882
Istanbul,TR,41.0082,28.9784,3,3.67,71.93,1014.79,-0.92,4.475,23.1983
Hyderabad,IN,17.385,78.4867,5,34.1,25.84,940.82,11.74,9.7602,48.7232
Colombo,LK,6.9271,79.8612,8,28.59,89.02,1005.14,26.59,25.0177,111.7654
Shanghai,CN,31.2304,121.4737,8,27.56,74.21,1011.7,22.55,19.7129,88.0663
Karachi,PK,24.8607,67.0011,5,30.44,70.41,1002.4,24.43,21.8861,109.2556
Rio de Janeiro,BR,-22.9068,-43.1729,8,22.37,74.2,1015.33,17.54,14.7066,65.7011
New York,US,40.7128,-74.006,3,9.42,61.52,1013.27,2.4,5.5691,28.8702
Kuala Lumpur,MY,3.139,101.6869,11,19.93,92.75,1001.58,18.71,15.9556,73.5236
Cairo,EG,30.0444,31.2357,9,32.64,47.53,1007.59,20.02,16.6291,73.434
Tokyo,JP,35.6762,139.6503,3,10.43,68.8,1019.04,4.95,6.6419,34.4314
Bangkok,TH,13.7563,100.5018,2,30.5,67.69,1012.96,23.83,21.1093,108.3445
Chicago,US,41.8781,-87.6298,5,19.68,63.08,1009.5,12.45,10.6948,53.3883
Singapore,SG,1.3521,103.8198,1,21.71,92.19,1010.26,20.39,17.5972,87.8453
Karachi,PK,24.8607,67.0011,2,20.11,66.65,1016.83,13.71,11.5935,59.5044
Chennai,IN,13.0827,80.2707,11,24.15,78.58,1014.85,20.18,17.2413,79.4479
Beijing,CN,39.9042,116.4074,1,-0.75,46.06,1014.28,-10.9,2.1211,10.5887
Miami,US,25.7617,-80.1918,10,25.71,83.68,1013.87,22.73,20.0498,89.5716
Mumbai,IN,19.076,72.8777,9,32.01,90.82,1008.4,30.31,30.7145,135.6351
Beijing,CN,39.9042,116.4074,9,20.41,55.42,1010.6,11.17,9.8075,43.3101
Kathmandu,NP,27.7172,85.324,5,22.62,48.99,852.62,11.35,9.8512,49.1773
Hyderabad,IN,17.385,78.4867,7,29.48,77.6,938.58,25.14,22.8976,105.512
Casablanca,MA,33.5731,-7.5898,6,20.77,59.98,1008.99,12.71,10.8395,52.0294
Lahore,PK,31.5497,74.3436,11,17.84,64.76,985.5,11.11,9.8497,45.3875
Riyadh,SA,24.6877,46.7219,3,20.82,33.11,936.82,4.0,6.003,31.1194
New York,US,40.7128,-74.006,11,8.48,62.16,1013.62,1.66,5.2994,24.4197
Sydney,AU,-33.8688,151.2093,7,13.91,71.75,1018.42,8.89,8.6044,39.6489
Lagos,NG,6.5244,3.3792,11,29.77,77.33,1013.05,25.37,23.1852,106.8376
Chicago,US,41.8781,-87.6298,3,7.66,64.17,1015.2,1.32,5.1877,26.8928
Lagos,NG,6.5244,3.3792,9,26.89,78.69,1004.84,22.86,20.1347,88.9149
Chicago,US,41.8781,-87.6298,11,1.08,76.17,1013.59,-2.64,3.9785,18.3329
Hyderabad,IN,17.385,78.4867,6,29.49,46.06,938.76,16.65,13.598,65.2703
Berlin,DE,52.52,13.405,3,2.54,74.53,1013.13,-1.52,4.2978,22.2799
Karachi,PK,24.8607,67.0011,9,29.95,71.09,1003.48,24.12,21.5202,95.033
Rome,IT,41.9028,12.4964,11,14.49,74.61,1011.31,10.04,9.272,42.7254
Istanbul,TR,41.0082,28.9784,1,4.91,72.16,1015.38,0.32,4.8746,24.3338
Cairo,EG,30.0444,31.2357,6,29.16,40.23,1008.39,14.25,11.6664,55.9988
London,GB,51.5074,-0.1278,8,23.25,73.45,1013.47,18.23,15.3187,68.4356
Leh,IN,34.1526,77.577,9,15.65,30.29,649.21,-1.74,4.0385,17.8341
Hong Kong,HK,22.3193,114.1694,6,32.32,78.4,1007.17,28.06,26.9515,129.367
Amman,JO,31.9454,35.9284,4,17.45,46.31,923.06,5.8,6.8825,35.3248
Nairobi,KE,-1.2921,36.8219,1,20.09,64.4,837.87,13.16,11.1873,55.8472
Berlin,DE,52.52,13.405,12,1.7,85.84,1018.59,-0.41,4.6761,22.4451
Jaipur,IN,26.9124,75.7873,12,13.05,67.39,964.09,7.14,7.6612,36.7736
Kathmandu,NP,27.7172,85.324,4,20.81,47.99,854.51,9.39,8.6945,44.6248
Paris,FR,48.8566,2.3522,4,13.67,82.64,1011.86,10.76,9.7613,50.1006
Amman,JO,31.9454,35.9284,2,6.84,60.38,924.98,-0.3,4.6292,23.7598
Amman,JO,31.9454,35.9284,12,13.63,69.0,926.56,8.05,8.1317,39.0324
Dhaka,BD,23.7104,90.4074,4,31.7,66.89,1002.87,24.77,22.2494,114.1965
Jaipur,IN,26.9124,75.7873,4,31.41,21.13,953.08,6.52,6.9214,35.5244
Kuala Lumpur,MY,3.139,101.6869,4,26.94,88.82,1008.77,24.93,22.7941,116.992
Beijing,CN,39.9042,116.4074,2,3.15,58.3,1014.48,-4.24,3.5028,17.9784
Mexico City,MX,19.4326,-99.1332,5,19.44,70.7,773.11,13.97,11.821,59.0103
Jaipur,IN,26.9124,75.7873,9,29.66,53.04,950.78,19.06,15.8088,69.8117
Amman,JO,31.9454,35.9284,10,27.19,39.42,919.97,12.18,10.26,45.8361
Mumbai,IN,19.076,72.8777,7,31.56,93.71,1004.06,30.41,30.9336,142.5419
Johannesburg,ZA,-26.2041,28.0473,6,10.68,41.42,831.84,-1.89,4.0619,19.4971
Miami,US,25.7617,-80.1918,1,22.81,63.42,1017.49,15.49,12.8925,64.3594
London,GB,51.5074,-0.1278,10,9.03,79.32,1016.63,5.64,7.0061,31.2993
Singapore,SG,1.3521,103.8198,10,28.35,88.97,1007.5,26.35,24.6787,110.2505
Leh,IN,34.1526,77.577,2,-5.61,45.85,650.67,-15.41,1.4966,7.6811
Paris,FR,48.8566,2.3522,6,17.31,67.36,1011.1,11.2,9.9261,47.6451
Rio de Janeiro,BR,-22.9068,-43.1729,9,19.08,89.48,1018.12,17.3,14.6437,64.6665
Bangalore,IN,12.9716,77.5946,9,24.73,84.17,915.57,21.87,19.0885,84.2947
Hyderabad,IN,17.385,78.4867,9,24.28,76.17,946.23,19.8,16.8359,74.3474
Tokyo,JP,35.6762,139.6503,7,28.25,77.33,1015.0,23.89,21.3307,98.2918
Nairobi,KE,-1.2921,36.8219,3,18.26,70.15,832.17,12.73,10.9406,56.7159
Colombo,LK,6.9271,79.8612,7,24.43,76.86,1004.51,20.09,17.1323,78.9455
Delhi,IN,28.6139,77.209,1,14.31,81.21,1019.6,11.13,9.9818,49.829
Nairobi,KE,-1.2921,36.8219,5,19.32,84.16,837.18,16.58,13.9743,69.7597
Casablanca,MA,33.5731,-7.5898,6,20.26,76.32,1014.64,15.95,13.3875,64.26
Amman,JO,31.9454,35.9284,8,25.99,37.15,912.35,10.22,9.0427,40.3978
Moscow,RU,55.7558,37.6173,9,7.2,75.36,1009.61,3.14,5.915,26.1205
Moscow,RU,55.7558,37.6173,5,13.77,55.4,1010.23,4.99,6.5838,32.8662
Moscow,RU,55.7558,37.6173,3,-1.21,74.11,1012.24,-5.23,3.3042,17.1288
Tokyo,JP,35.6762,139.6503,11,11.7,69.52,1016.53,6.31,7.2703,33.5016
Houston,US,29.7604,-95.3698,5,24.34,67.6,1011.74,17.95,14.997,74.8651
Beijing,CN,39.9042,116.4074,10,12.49,55.94,1015.96,3.94,6.1453,27.4537
São Paulo,BR,-23.5505,-46.6333,8,14.47,60.0,929.59,6.8,7.4459,33.2643
Los Angeles,US,34.0522,-118.2437,8,21.11,49.04,1009.99,9.98,9.0401,40.386
Rome,IT,41.9028,12.4964,11,14.75,74.39,1016.38,10.24,9.3917,43.2769
Miami,US,25.7617,-80.1918,9,25.49,78.55,1012.68,21.48,18.5963,82.1212
Melbourne,AU,-37.8136,144.9631,11,15.07,63.94,1015.5,8.3,8.2323,37.9345
Shanghai,CN,31.2304,121.4737,4,20.28,74.36,1011.63,15.57,13.0623,67.0428
Bangalore,IN,12.9716,77.5946,2,19.03,50.65,906.7,8.56,8.268,42.436
Melbourne,AU,-37.8136,144.9631,9,12.82,70.65,1015.76,7.62,7.9221,34.9838
São Paulo,BR,-23.5505,-46.6333,2,16.68,83.49,930.42,13.87,11.8486,60.8137
Addis Ababa,ET,9.032,38.7492,11,16.64,53.67,772.47,7.19,7.5947,34.9964
Jakarta,ID,-6.2088,106.8456,6,22.56,87.05,1015.56,20.3,17.4516,83.7678
Sydney,AU,-33.8688,151.2093,1,28.18,76.59,1011.64,23.67,21.051,105.0868
Cairo,EG,30.0444,31.2357,5,29.0,36.08,1008.84,12.43,10.3712,51.7729
Berlin,DE,52.52,13.405,11,-0.66,79.56,1018.88,-3.75,3.6863,16.9865
Jaipur,IN,26.9124,75.7873,2,23.58,51.4,965.31,12.96,10.9209,56.0522
Houston,US,29.7604,-95.3698,4,24.79,68.55,1012.15,18.6,15.5931,80.0323
Kathmandu,NP,27.7172,85.324,4,25.65,49.62,852.81,14.32,11.8473,60.8067
Delhi,IN,28.6139,77.209,6,38.12,57.01,997.47,28.09,26.5324,127.3553
Cairo,EG,30.0444,31.2357,1,12.55,67.43,1018.79,6.68,7.4332,37.1066
Colombo,LK,6.9271,79.8612,5,26.1,86.8,1006.68,23.72,21.2605,106.1326
Beijing,CN,39.9042,116.4074,11,5.83,62.21,1013.37,-0.84,4.4654,20.5768
Delhi,IN,28.6139,77.209,1,10.84,78.26,1018.1,7.2,7.7505,38.6905
New York,US,40.7128,-74.006,5,14.68,57.8,1013.65,6.46,7.2672,36.2779
Singapore,SG,1.3521,103.8198,12,25.16,96.51,1007.55,24.56,22.4196,107.614
Chicago,US,41.8781,-87.6298,1,-4.21,73.89,1015.59,-8.16,2.6665,13.3114
Bangalore,IN,12.9716,77.5946,11,19.53,71.47,914.68,14.23,12.012,55.3514
Colombo,LK,6.9271,79.8612,8,25.77,93.64,1011.65,24.66,22.5106,100.5647
Hong Kong,HK,22.3193,114.1694,6,30.05,81.03,1009.01,26.43,24.6668,118.4006
Rio de Janeiro,BR,-22.9068,-43.1729,5,21.87,85.71,1016.51,19.36,16.51,82.4179
Chicago,US,41.8781,-87.6298,4,14.15,67.29,1013.58,8.18,8.19,42.0358
Addis Ababa,ET,9.032,38.7492,10,20.52,74.07,769.26,15.74,13.1942,58.9443
Berlin,DE,52.52,13.405,9,14.93,76.31,1014.07,10.79,9.736,42.9943
Beijing,CN,39.9042,116.4074,10,12.77,45.96,1017.78,1.43,5.1356,22.9431
Miami,US,25.7617,-80.1918,11,26.93,72.11,1013.25,21.47,18.4961,85.2299
Dubai,AE,25.2048,55.2708,8,37.71,67.39,1004.83,30.6,30.7043,137.1699
Paris,FR,48.8566,2.3522,2,7.0,83.96,1012.98,4.48,6.5053,33.3888
Los Angeles,US,34.0522,-118.2437,10,19.76,55.01,1014.15,10.46,9.3746,41.8805
Cairo,EG,30.0444,31.2357,1,13.99,67.38,1016.96,8.04,8.1192,40.5311
Karachi,PK,24.8607,67.0011,1,12.73,82.26,1016.77,9.78,9.1719,45.786
Dubai,AE,25.2048,55.2708,6,40.06,52.66,1003.36,28.51,27.0292,129.7399
Mumbai,IN,19.076,72.8777,1,23.81,60.33,1011.73,15.66,12.9907,64.8498
Nairobi,KE,-1.2921,36.8219,4,18.03,75.84,833.54,13.69,11.6625,59.8584
Paris,FR,48.8566,2.3522,5,12.23,76.01,1008.04,8.12,8.2141,41.005
Kuala Lumpur,MY,3.139,101.6869,7,28.73,82.93,1005.83,25.53,23.4903,108.2432
Amman,JO,31.9454,35.9284,1,13.09,60.9,927.48,5.72,6.9423,34.6558
Kolkata,IN,22.5726,88.3639,12,18.07,80.51,1014.63,14.66,12.414,59.5872
Karachi,PK,24.8607,67.0011,11,25.11,76.01,1015.97,20.58,17.6119,81.1554
Berlin,DE,52.52,13.405,10,12.89,71.78,1016.18,7.92,8.0838,36.1141
Mumbai,IN,19.076,72.8777,11,28.8,68.56,1015.97,22.43,19.4963,89.8392
Riyadh,SA,24.6877,46.7219,6,36.68,15.47,919.87,6.24,6.6833,32.08
Singapore,SG,1.3521,103.8198,5,27.74,73.41,1005.47,22.54,19.6924,98.3042
Lagos,NG,6.5244,3.3792,12,27.04,78.94,1014.89,23.07,20.3745,97.7976
Lahore,PK,31.5497,74.3436,8,34.89,77.02,968.29,30.25,30.3371,135.5295
London,GB,51.5074,-0.1278,7,19.38,70.15,1016.02,13.79,11.6837,53.8386
Chennai,IN,13.0827,80.2707,2,27.57,78.97,1010.28,23.58,20.9834,107.6982
Mexico City,MX,19.4326,-99.1332,10,12.92,76.55,774.72,8.9,8.6355,38.5786
São Paulo,BR,-23.5505,-46.6333,11,22.47,84.27,928.62,19.68,16.8004,77.4161
Bangkok,TH,13.7563,100.5018,3,28.52,67.58,1009.97,21.92,18.9231,98.0972
New York,US,40.7128,-74.006,6,20.91,76.96,1015.76,16.71,14.0183,67.2879
Delhi,IN,28.6139,77.209,2,20.42,70.01,1015.88,14.76,12.3942,63.6137
Bangkok,TH,13.7563,100.5018,3,31.1,82.92,1014.19,27.84,26.7032,138.4296
Buenos Aires,AR,-34.6037,-58.3816,10,13.12,75.88,1016.18,8.96,8.6674,38.7212
São Paulo,BR,-23.5505,-46.6333,9,17.29,66.7,933.0,11.03,9.8152,43.3439
Jaipur,IN,26.9124,75.7873,10,22.0,39.7,955.67,7.67,7.7072,34.4316
Chicago,US,41.8781,-87.6298,2,-0.47,58.8,1019.87,-7.53,2.761,14.1711
Chennai,IN,13.0827,80.2707,7,34.97,62.22,999.15,26.64,24.6,113.3568
Nairobi,KE,-1.2921,36.8219,2,18.48,52.55,833.49,8.59,8.302,42.6107
Los Angeles,US,34.0522,-118.2437,11,14.41,71.06,1014.41,9.23,8.7847,40.4798
Los Angeles,US,34.0522,-118.2437,3,17.04,67.43,1011.83,10.96,9.7789,50.6939
Kuala Lumpur,MY,3.139,101.6869,9,30.74,83.77,1013.22,27.66,26.4592,116.8437
Mexico City,MX,19.4326,-99.1332,8,16.16,80.0,775.45,12.7,10.9985,49.135
Bangalore,IN,12.9716,77.5946,9,20.7,82.09,909.74,17.53,14.7722,65.234
Jaipur,IN,26.9124,75.7873,9,25.68,58.82,956.37,17.01,14.0742,62.1516
Nairobi,KE,-1.2921,36.8219,8,19.74,76.16,835.84,15.41,12.9576,57.8872
Cairo,EG,30.0444,31.2357,12,13.99,53.89,1019.49,4.8,6.4939,31.1707
